city,temperature_low,temperature_high,weather_start,weather_end,wind_level,air_quality,date
南京,27,36,6,7,2.0,38.0,2025-07-01
南京,28,37,6,1,2.0,35.0,2025-07-02
南京,28,38,7,1,3.0,49.0,2025-07-03
南京,28,38,1,1,2.0,52.0,2025-07-04
南京,29,37,1,1,2.0,58.0,2025-07-05
南京,29,37,7,7,2.0,60.0,2025-07-06
南京,28,36,1,7,3.0,41.0,2025-07-07
南京,27,33,6,7,3.0,23.0,2025-07-08
南京,18,19,2,3,4.0,31.0,2025-06-01
南京,16,21,3,7,2.0,27.0,2025-06-02
南京,18,29,7,1,1.0,53.0,2025-06-03
南京,20,32,6,7,2.0,80.0,2025-06-04
南京,22,33,7,7,3.0,59.0,2025-06-05
南京,24,34,7,2,3.0,55.0,2025-06-06
南京,23,24,2,2,3.0,28.0,2025-06-07
南京,20,25,3,6,4.0,27.0,2025-06-08
南京,21,25,5,6,2.0,29.0,2025-06-09
南京,20,26,6,6,1.0,37.0,2025-06-10
南京,21,25,5,6,3.0,45.0,2025-06-11
南京,22,23,5,9,3.0,32.0,2025-06-12
南京,23,32,5,6,2.0,30.0,2025-06-13
南京,25,33,5,9,3.0,40.0,2025-06-14
南京,23,28,3,7,3.0,22.0,2025-06-15
南京,23,32,1,7,4.0,44.0,2025-06-16
南京,24,34,1,7,3.0,68.0,2025-06-17
南京,27,35,6,6,3.0,65.0,2025-06-18
南京,25,30,3,2,3.0,16.0,2025-06-19
南京,24,29,3,2,3.0,17.0,2025-06-20
南京,19,24,4,4,2.0,22.0,2025-06-21
南京,20,24,3,6,2.0,29.0,2025-06-22
南京,20,24,6,6,2.0,37.0,2025-06-23
南京,20,26,6,6,2.0,34.0,2025-06-24
南京,24,30,5,6,2.0,40.0,2025-06-25
南京,24,35,5,7,2.0,46.0,2025-06-26
南京,26,32,3,9,2.0,23.0,2025-06-27
南京,25,33,10,7,2.0,21.0,2025-06-28
南京,25,34,3,6,3.0,21.0,2025-06-29
南京,26,33,6,7,2.0,24.0,2025-06-30
南京,16,29,7,1,3.0,55.0,2025-05-01
南京,21,33,1,7,3.0,61.0,2025-05-02
南京,15,25,6,7,4.0,52.0,2025-05-03
南京,16,24,7,2,4.0,39.0,2025-05-04
南京,17,23,6,7,1.0,43.0,2025-05-05
南京,15,27,5,7,4.0,89.0,2025-05-06
南京,18,28,7,6,3.0,76.0,2025-05-07
南京,17,22,4,3,4.0,49.0,2025-05-08
南京,18,23,6,7,4.0,31.0,2025-05-09
南京,13,21,6,1,4.0,41.0,2025-05-10
南京,16,27,1,7,3.0,43.0,2025-05-11
南京,16,29,1,7,3.0,54.0,2025-05-12
南京,21,31,6,6,3.0,55.0,2025-05-13
南京,22,33,6,3,3.0,68.0,2025-05-14
南京,20,26,3,3,1.0,72.0,2025-05-15
南京,20,24,6,7,2.0,41.0,2025-05-16
南京,17,33,5,6,3.0,51.0,2025-05-17
南京,20,27,6,7,3.0,77.0,2025-05-18
南京,22,34,7,7,3.0,79.0,2025-05-19
南京,24,32,6,9,3.0,55.0,2025-05-20
南京,22,31,6,7,2.0,34.0,2025-05-21
南京,21,33,6,4,3.0,58.0,2025-05-22
南京,15,19,3,6,4.0,40.0,2025-05-23
南京,16,24,7,7,3.0,53.0,2025-05-24
南京,16,28,7,7,3.0,75.0,2025-05-25
南京,18,28,7,7,2.0,67.0,2025-05-26
南京,19,28,6,6,3.0,55.0,2025-05-27
南京,16,26,6,7,3.0,47.0,2025-05-28
南京,18,29,5,1,3.0,61.0,2025-05-29
南京,20,31,7,6,3.0,56.0,2025-05-30
南京,19,25,3,4,2.0,57.0,2025-05-31
南京,8,18,1,7,2.0,46.0,2025-04-01
南京,9,15,7,7,3.0,59.0,2025-04-02
南京,9,15,7,7,3.0,35.0,2025-04-03
南京,15,22,6,6,3.0,60.0,2025-04-04
南京,9,24,1,7,3.0,77.0,2025-04-05
南京,14,26,1,7,2.0,65.0,2025-04-06
南京,14,28,6,7,3.0,66.0,2025-04-07
南京,16,29,7,1,1.0,66.0,2025-04-08
南京,17,28,7,7,2.0,77.0,2025-04-09
南京,16,29,7,7,1.0,81.0,2025-04-10
南京,14,27,6,4,2.0,77.0,2025-04-11
南京,9,19,3,1,5.0,231.0,2025-04-12
南京,12,24,1,3,4.0,95.0,2025-04-13
南京,10,22,1,1,4.0,80.0,2025-04-14
南京,16,27,1,7,3.0,50.0,2025-04-15
南京,20,31,6,7,4.0,59.0,2025-04-16
南京,18,30,6,1,4.0,69.0,2025-04-17
南京,20,31,1,6,2.0,75.0,2025-04-18
南京,15,28,7,7,2.0,82.0,2025-04-19
南京,15,26,1,7,3.0,57.0,2025-04-20
南京,19,21,3,2,3.0,59.0,2025-04-21
南京,15,22,5,7,3.0,63.0,2025-04-22
南京,14,27,7,7,2.0,62.0,2025-04-23
南京,13,25,6,7,2.0,74.0,2025-04-24
南京,12,25,1,7,3.0,64.0,2025-04-25
南京,15,28,1,6,4.0,55.0,2025-04-26
南京,17,26,6,7,1.0,45.0,2025-04-27
南京,15,27,7,7,2.0,60.0,2025-04-28
南京,17,29,6,7,2.0,70.0,2025-04-29
南京,19,30,6,1,4.0,65.0,2025-04-30
南京,16,27,5,7,2.0,52.0,2025-03-01
南京,7,27,6,3,2.0,59.0,2025-03-02
南京,4,6,2,9,3.0,27.0,2025-03-03
南京,3,7,8,7,3.0,35.0,2025-03-04
南京,4,7,5,6,2.0,52.0,2025-03-05
南京,3,12,7,7,3.0,51.0,2025-03-06
南京,2,11,6,1,2.0,60.0,2025-03-07
南京,3,14,7,7,1.0,77.0,2025-03-08
南京,9,15,7,6,3.0,71.0,2025-03-09
南京,9,18,5,7,2.0,57.0,2025-03-10
南京,14,21,5,9,2.0,86.0,2025-03-11
南京,11,14,3,3,2.0,118.0,2025-03-12
南京,9,12,5,6,3.0,68.0,2025-03-13
南京,8,12,3,3,3.0,40.0,2025-03-14
南京,5,10,6,6,2.0,36.0,2025-03-15
南京,0,10,5,7,4.0,44.0,2025-03-16
南京,4,14,6,7,3.0,34.0,2025-03-17
南京,2,13,1,7,3.0,42.0,2025-03-18
南京,6,16,1,1,1.0,49.0,2025-03-19
南京,9,22,1,1,3.0,51.0,2025-03-20
南京,11,25,1,1,3.0,49.0,2025-03-21
南京,11,27,1,7,3.0,53.0,2025-03-22
南京,13,25,6,1,3.0,64.0,2025-03-23
南京,16,28,1,1,4.0,71.0,2025-03-24
南京,15,30,1,1,3.0,66.0,2025-03-25
南京,18,33,1,2,3.0,67.0,2025-03-26
南京,7,19,6,3,4.0,120.0,2025-03-27
南京,8,11,6,6,3.0,67.0,2025-03-28
南京,5,13,6,6,1.0,107.0,2025-03-29
南京,6,13,6,6,3.0,75.0,2025-03-30
南京,6,15,7,7,3.0,37.0,2025-03-31
南京,4,7,5,3,3.0,36.0,2025-02-01
南京,2,9,5,7,2.0,61.0,2025-02-02
南京,-1,9,7,7,2.0,81.0,2025-02-03
南京,0,10,7,1,3.0,72.0,2025-02-04
南京,-2,10,6,7,3.0,49.0,2025-02-05
南京,-3,11,7,1,2.0,40.0,2025-02-06
南京,-6,1,1,1,4.0,59.0,2025-02-07
南京,-6,1,1,1,2.0,33.0,2025-02-08
南京,-2,5,1,7,1.0,38.0,2025-02-09
南京,2,11,1,7,2.0,54.0,2025-02-10
南京,5,9,3,3,3.0,52.0,2025-02-11
南京,-1,8,7,7,3.0,100.0,2025-02-12
南京,2,10,1,6,2.0,62.0,2025-02-13
南京,5,8,6,6,2.0,68.0,2025-02-14
南京,3,12,7,7,2.0,96.0,2025-02-15
南京,2,17,7,1,3.0,91.0,2025-02-16
南京,2,9,6,6,3.0,66.0,2025-02-17
南京,3,13,1,7,3.0,48.0,2025-02-18
南京,5,13,7,6,3.0,62.0,2025-02-19
南京,3,9,6,6,4.0,50.0,2025-02-20
南京,3,8,6,7,2.0,45.0,2025-02-21
南京,2,9,6,6,3.0,63.0,2025-02-22
南京,-2,6,3,7,2.0,72.0,2025-02-23
南京,2,9,7,6,1.0,63.0,2025-02-24
南京,3,10,7,7,2.0,84.0,2025-02-25
南京,6,15,7,6,2.0,105.0,2025-02-26
