city,temperature_low,temperature_high,weather_start,weather_end,wind_level,air_quality,date
南京,-1,3,7,7,2,,2022-12-01
南京,1,5,1,6,2,,2022-12-02
南京,4,5,3,3,2,,2022-12-03
南京,3,5,3,3,3,,2022-12-04
南京,0,9,7,7,2,,2022-12-05
南京,1,11,5,7,1,,2022-12-06
南京,8,9,7,3,2,,2022-12-07
南京,8,10,7,3,1,,2022-12-08
南京,8,10,5,6,2,,2022-12-09
南京,1,12,3,7,3,,2022-12-10
南京,0,7,7,7,3,,2022-12-11
南京,0,8,5,1,3,,2022-12-12
南京,-2,12,1,7,3,,2022-12-13
南京,0,7,1,1,2,,2022-12-14
南京,6,13,1,7,1,,2022-12-15
南京,-2,6,3,6,4,,2022-12-16
南京,-3,2,7,7,4,,2022-12-17
南京,-2,5,1,1,3,,2022-12-18
南京,-2,10,1,7,2,,2022-12-19
南京,2,11,7,6,1,,2022-12-20
南京,1,10,7,1,3,,2022-12-21
南京,-4,4,1,1,4,,2022-12-22
南京,-4,7,1,7,1,,2022-12-23
南京,-5,5,1,7,3,,2022-12-24
南京,-1,8,1,7,2,,2022-12-25
南京,-1,5,7,7,1,,2022-12-26
南京,0,8,7,6,2,,2022-12-27
南京,0,5,7,7,2,,2022-12-28
南京,-1,6,7,7,2,,2022-12-29
南京,-2,9,7,7,1,,2022-12-30
南京,0,11,7,7,1,84.0,2022-12-31
